
insert into titles values (1,'Title 1','Title/Title_1.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (2,'Title 10','Title/Title_10.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (3,'Title 11','Title/Title_11.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (4,'Title 12','Title/Title_12.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (5,'Title 13','Title/Title_13.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (6,'Title 14','Title/Title_14.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (7,'Title 15','Title/Title_15.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (8,'Title 16','Title/Title_16.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (9,'Title 17','Title/Title_17.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (10,'Title 18','Title/Title_18.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (11,'Title 19','Title/Title_19.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (12,'Title 2','Title/Title_2.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (13,'Title 20','Title/Title_20.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (14,'Title 21','Title/Title_21.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (15,'Title 22','Title/Title_22.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (16,'Title 23','Title/Title_23.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (17,'Title 24','Title/Title_24.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (18,'Title 25','Title/Title_25.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (19,'Title 26','Title/Title_26.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (20,'Title 27','Title/Title_27.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (21,'Title 28','Title/Title_28.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (22,'Title 29','Title/Title_29.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (23,'Title 3','Title/Title_3.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (24,'Title 30','Title/Title_30.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (25,'Title 31','Title/Title_31.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (26,'Title 32','Title/Title_32.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (27,'Title 33','Title/Title_33.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (28,'Title 34','Title/Title_34.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (29,'Title 35','Title/Title_35.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (30,'Title 36','Title/Title_36.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (31,'Title 37','Title/Title_37.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (32,'Title 38','Title/Title_38.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (33,'Title 39','Title/Title_39.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (34,'Title 4','Title/Title_4.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (35,'Title 40','Title/Title_40.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (36,'Title 41','Title/Title_41.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (37,'Title 42','Title/Title_42.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
insert into titles values (38,'Title 43','Title/Title_43.png',37000001.5,10000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,1,0,0,0,0,0,0,100,10,10,10,10,10,10,10,10,10,10,10,'');
